sourceTaxonId,sourceTaxonName,Taxonomic Level,EOL ID,WORMS ID,Common Name,Specify More,Done = 1,Added as new agents,Notes,Aggregated taxa,reported,search term,...14,...15,...16,...17,...18,who searched,date(s) searched
NA,Sagartia elegans,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Aquiloniella scabra,Scrupocellaria scabra,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spirorbis (Spirorbis) spirorbis,Species,NA,NA,NA,NA,1,1,NA,Spirorbis,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Styela canopus,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tritonia plebeia,Species,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Candacia armata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caligus elongatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Metridia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pseudocalanus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Galatheidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Porcellanidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gobiidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Diptera,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lagenorhynchus albirostris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Abra nitida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sthenelais,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Myriochele,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Westwoodilla caecula,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Diastylidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lagis koreni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paramphinome jeffreysii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Glycera lapidum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Labidoplax buskii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Philine scabra,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aricidea (Aricidea) wassi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Photis longicaudata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Owenia fusiformis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Spisula subtruncata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ceratomyxa longipes,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sphaeromyxa hellandi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phoca groenlandica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stercorarius skua,Species,NA,NA,Great skua,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prionace glauca,Species,NA,NA,Blue Shark,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Uria aalge,Species,NA,NA,common mure,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Delphinus delphis,Species,NA,NA,Short-beaked common dolphin,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phocoena phocoena,Species,NA,NA,habor porpoises,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Phalacrocorax aristotelis,Species,NA,NA,European shag,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Globicephala melas,Species,NA,NA,Long-finned pilot whale,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rissa tridactyla,Species,NA,NA,black-legged kittiwake,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Splanchnotrophus willemi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Entoprocta,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Barentsia ramosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Barentsia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Botrylloides leachii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oshurkovia littoralis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Botrylloides,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Botryllus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amathia gracilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eucratea loricata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Furcellaria,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polydora ciliata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Halopteris catharina,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gonothyraea loveni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dynamena pumila,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Splanchnotrophus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lepidochelys kempii,Species,NA,NA,Kemp's ridley sea turtle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stramonita haemastoma,Species,NA,NA,southern oyster drill,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Caretta caretta,Species,NA,NA,loggerhead sea turtle,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sphoeroides spengleri,Species,NA,NA,bandtail puffer,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sphoeroides testudineus,Species,NA,NA,checkered puffer,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alcyonidium albescens,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Einhornia crustulenta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alcyonidium verrilli,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Biflustra tenuis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Conopeum tenuissimum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alcyonidium hauffi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Epinephelus itajara,Species,NA,NA,Atlantic Goliath Grouper,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stylochus (Imogine) zebra,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Archosargus probatocephalus,Species,NA,NA,Sheepshead,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anthoathecata,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryne eximia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bougainvillia muscus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ectopleura crocea,Species,NA,NA,NA,NA,1,1,NA,Ectopleura,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Tubularia indivisa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Beroe ovata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ectopleura larynx,Species,NA,NA,NA,NA,1,1,NA,Ectopleura,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Splanchnotrophus dellachiajei,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aurelia aurita,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clava multicornis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clava,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cordylophora caspia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dynamena,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ectopleura dumortierii,Species,NA,NA,NA,NA,1,1,NA,Ectopleura,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudendrium capillare,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudendrium ramosum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudendrium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hydrallmania falcata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Laomedea,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Manania auricula,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lucernaria,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scolelepis (Scolelepis) squamata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Obelia longissima,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Sertularia argentea,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coryne,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eudendrium arbuscula,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Garveia nutans,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nemertesia ramosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Nephtheidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pennatulacea,Order,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Duva florida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pennatula,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Flabellum (Ulocyathus) alabastrum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hormathia nodosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anthoptilum grandiflorum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Isididae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Acanthogorgia hirsuta,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Dendrogaster,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Octocorallia,Subclass,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Gorgonocephalus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Coccomyxa,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Primnoa pacifica,Species,NA,NA,red tree corals,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Poecillastra tenuilaminaris,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aphrocallistes vastus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhabdocalyptus dawsoni,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Staurocalyptus solidus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Metridium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Onchidoris,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Rhodomonas baltica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Echinogammarus marinus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Taurulus bubalis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Apocorophium acutum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Prosorhochmus americanus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clinus agilis,Species,NA,NA,agile klipfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Clinus venustris,Species,NA,NA,speckled klipfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Blennioclinus brachycephalus,Species,NA,NA,Lace klipfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Okamejei kenojei,Species,NA,NA,ocellate spot skate,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pachymetopon blochii,Species,NA,NA,hottentot,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetodipterus faber,Species,NA,NA,Atlantic spadefish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Echiichthys vipera,Species,NA,NA,Lesser weever,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anasterias rupicola,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Oncorhynchus keta,Species,NA,NA,chum salmon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lesueurigobius friesii,Species,NA,NA,Fries's goby,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Callionymus lyra,Species,NA,NA,common dragonet,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Trisopterus luscus,Species,NA,NA,whiting pout,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Labrus bergylta,Species,NA,NA,Ballan wrasse,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Ctenolabrus rupestris,Species,NA,NA,Goldsinny wrasse,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Centrolabrus exoletus,Species,NA,NA,rock cook,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Lipophrys pholis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Harpagifer georgianus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paranotothenia magellanica,Species,NA,NA,Maori cod,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Notothenia coriiceps,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Brachionus plicatilis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Scorpaena maderensis,Species,NA,NA,Madeira rockfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bacillariophyceae,Class,NA,NA,diatoms,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paralithodes camtschaticus,Species,NA,NA,red king crab,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Anas rubripes,Species,NA,NA,American black duck,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bittiolum alternatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Evasterias troschelii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Somateria spectabilis,Species,NA,NA,King eider,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Elminius,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Polysticta stelleri,Species,NA,NA,Steller’s Eiders,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Balanus crenatus,Species,NA,NA,NA,NA,1,1,NA,Balanus,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Balanus balanus,Species,NA,NA,NA,NA,1,1,NA,Balanus,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Austrominius modestus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alcyonidium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chthamalus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cryptosula,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Elminius modestus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Umbonula,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Verruca stroemia,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Flustrellidra hispida,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Idmonea atlantica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cryptosula pallasiana,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Amathia,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cellaria fistulosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cellaria sinuosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Electra,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Escharella immersa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Microporella ciliata,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Schizoporella,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Novocrania anomala,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Epimeria (Epimeria) parasitica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Iophon nigricans,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stylaster verrillii,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stylantheca papillosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Berghia coerulescens,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aeolidiella glauca,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Archinotodelphys gurneyi,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Doropygus curvatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eunicella,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Alcyonium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eunicella verrucosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Halecium,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Leptogorgia sarmentosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paramuricea placomus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Paramuricea,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Synechococcus,Genus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetoceros calcitrans,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Skeletonema costatum,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Diplodus sargus,Species,NA,NA,white sea bream,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Thais clavigera,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Boschmaella japonica,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Mystus vittatus,Species,NA,NA,Asian catfish,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Volegalea cochlidium,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Diplodus capensis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Malaclemys terrapin,Species,NA,NA,Diamondback Terrapins,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chicoreus capucinus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Callionymus curvicornis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Siganus canaliculatus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Colomesus psittacus,Species,NA,NA,banded puffer,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Bedeva vinosa,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Aureoumbra lagunensis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Chaetoceros neogracile,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Portunidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Stylochus (Stylochus) tauricus,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Cryptophyta,Phylum,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Heterocapsa triquetra,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Eriocheir sinensis,Species,NA,NA,Chinese mitten crab,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Syngnathidae,Family,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Hippocampus guttulatus,Species,NA,NA,long-snouted seahorse,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Pogonias cromis,Species,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Neogobius melanostomus,Species,NA,NA,round goby,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
NA,Platichthys flesus,Species,NA,NA,European flounder,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
