SITE,YEAR,TRANSECT,SPECIES
NE Appledore,2014,Devil's Dance Floor,Ulvaria obscura var. blyttii
NE Appledore,2014,Devil's Dance Floor,Ulvaria splendens
NE Appledore,2014,Devil's Dance Floor,Ulvaria subbifurcata
NE Appledore,2014,Devil's Dance Floor,UNID Juv Laminariales
NE Appledore,2014,Devil's Dance Floor,Unidentified Red Blade
NE Appledore,2014,Norwegian Cove,Agarum clathratum
NE Appledore,2014,Norwegian Cove,Amphipod tube mat
NE Appledore,2014,Norwegian Cove,Anomia
NE Appledore,2014,Norwegian Cove,Anomia peruviana
NE Appledore,2014,Norwegian Cove,Anomia simplex
NE Appledore,2014,Norwegian Cove,Asterias forbesi
NE Appledore,2014,Norwegian Cove,Asterias rubens
NE Appledore,2014,Norwegian Cove,Barnacle
NE Appledore,2014,Norwegian Cove,Bonnemaisonia hamifera
NE Appledore,2014,Norwegian Cove,Cancer borealis
NE Appledore,2014,Norwegian Cove,Cancer irroratus
NE Appledore,2014,Norwegian Cove,Ceramium
NE Appledore,2014,Norwegian Cove,Chondrus crispus
NE Appledore,2014,Norwegian Cove,Corallina officinalis
NE Appledore,2014,Norwegian Cove,Cystoclonium purpureum
NE Appledore,2014,Norwegian Cove,Desmarestia aculeata
NE Appledore,2014,Norwegian Cove,Desmarestia viridis
NE Appledore,2014,Norwegian Cove,Diatom Tube Mat
NE Appledore,2014,Norwegian Cove,Encrusting coralline
NE Appledore,2014,Norwegian Cove,Euthora cristata
NE Appledore,2014,Norwegian Cove,Henricia sanguinolenta
NE Appledore,2014,Norwegian Cove,Heterosiphonia japonica
NE Appledore,2014,Norwegian Cove,Hildenbrandia rubra
NE Appledore,2014,Norwegian Cove,Homarus americanus
NE Appledore,2014,Norwegian Cove,Lichenopora verrucaria
NE Appledore,2014,Norwegian Cove,Lithothamnion
NE Appledore,2014,Norwegian Cove,Lithothamnion lemoineae
NE Appledore,2014,Norwegian Cove,Lithothamnion tophiforme
NE Appledore,2014,Norwegian Cove,Mastocarpus stellatus
NE Appledore,2014,Norwegian Cove,Myoxocephalus
NE Appledore,2014,Norwegian Cove,Myoxocephalus octodecemspinosus
NE Appledore,2014,Norwegian Cove,Myoxocephalus scorpioides
NE Appledore,2014,Norwegian Cove,Mytilus edulis
NE Appledore,2014,Norwegian Cove,Palmaria palmata
NE Appledore,2014,Norwegian Cove,Pholis gunnellus
NE Appledore,2014,Norwegian Cove,Phycodrys rubens
NE Appledore,2014,Norwegian Cove,Pollachius virens
NE Appledore,2014,Norwegian Cove,Polysiphonia
NE Appledore,2014,Norwegian Cove,Polysiphonia arctica
NE Appledore,2014,Norwegian Cove,Polysiphonia flexicaulis
NE Appledore,2014,Norwegian Cove,Polysiphonia subtilissima
NE Appledore,2014,Norwegian Cove,Porphyra spp.
NE Appledore,2014,Norwegian Cove,Ptilota serrata
NE Appledore,2014,Norwegian Cove,Red Algal Turf
NE Appledore,2014,Norwegian Cove,Saccharina latissima
NE Appledore,2014,Norwegian Cove,Strongylocentrotus droebachiensis
NE Appledore,2014,Norwegian Cove,Tricellaria inopinata
NE Appledore,2014,Norwegian Cove,Ulvaria
NE Appledore,2014,Norwegian Cove,Ulvaria obscura
NE Appledore,2014,Norwegian Cove,Ulvaria obscura var. blyttii
NE Appledore,2014,Norwegian Cove,Ulvaria splendens
NE Appledore,2014,Norwegian Cove,Ulvaria subbifurcata
NE Appledore,2014,Norwegian Cove,UNID Juv Laminariales
NE Appledore,2014,Norwegian Cove,Unidentified Erect Coralline
NE Appledore,2014,Norwegian Cove,Unidentified Filamentous Red
NE Appledore,2014,Norwegian Cove,Unidentified Red Blade
NE Appledore,2015,Broad Cove,Agarum clathratum
NE Appledore,2015,Broad Cove,Anomia
NE Appledore,2015,Broad Cove,Anomia peruviana
NE Appledore,2015,Broad Cove,Anomia simplex
NE Appledore,2015,Broad Cove,Asterias forbesi
NE Appledore,2015,Broad Cove,Asterias rubens
NE Appledore,2015,Broad Cove,Bonnemaisonia hamifera
NE Appledore,2015,Broad Cove,Botrylloides violaceus
NE Appledore,2015,Broad Cove,Botryllus schlosseri
NE Appledore,2015,Broad Cove,Cancer borealis
NE Appledore,2015,Broad Cove,Cancer irroratus
NE Appledore,2015,Broad Cove,Chondrus crispus
NE Appledore,2015,Broad Cove,Corallina officinalis
NE Appledore,2015,Broad Cove,Crepidula fornicata
NE Appledore,2015,Broad Cove,Cystoclonium purpureum
NE Appledore,2015,Broad Cove,Desmarestia aculeata
NE Appledore,2015,Broad Cove,Desmarestia viridis
NE Appledore,2015,Broad Cove,Didemnum vexillum
NE Appledore,2015,Broad Cove,Encrusting coralline
NE Appledore,2015,Broad Cove,Henricia sanguinolenta
NE Appledore,2015,Broad Cove,Heterosiphonia japonica
NE Appledore,2015,Broad Cove,Homarus americanus
NE Appledore,2015,Broad Cove,Leptophytum acervatum
NE Appledore,2015,Broad Cove,Lithophyllum spp.
NE Appledore,2015,Broad Cove,Lithothamnion
NE Appledore,2015,Broad Cove,Lithothamnion lemoineae
NE Appledore,2015,Broad Cove,Lithothamnion tophiforme
NE Appledore,2015,Broad Cove,Membranipora membranacea
NE Appledore,2015,Broad Cove,Myoxocephalus
NE Appledore,2015,Broad Cove,Myoxocephalus scorpioides
NE Appledore,2015,Broad Cove,Myoxocephalus scorpius
NE Appledore,2015,Broad Cove,Pholis gunnellus
NE Appledore,2015,Broad Cove,Phymatolithon
NE Appledore,2015,Broad Cove,Phymatolithon calcareum
NE Appledore,2015,Broad Cove,Phymatolithon laevigatum
NE Appledore,2015,Broad Cove,Phymatolithon lamii
NE Appledore,2015,Broad Cove,Phymatolithon lenormandii
NE Appledore,2015,Broad Cove,Pollachius virens
NE Appledore,2015,Broad Cove,Polysiphonia
NE Appledore,2015,Broad Cove,Polysiphonia arctica
NE Appledore,2015,Broad Cove,Polysiphonia flexicaulis
NE Appledore,2015,Broad Cove,Polysiphonia subtilissima
NE Appledore,2015,Broad Cove,Porphyra spp.
NE Appledore,2015,Broad Cove,Saccharina latissima
NE Appledore,2015,Broad Cove,Saccorhiza dermatodea
NE Appledore,2015,Broad Cove,Spermothamnion repens
NE Appledore,2015,Broad Cove,Strongylocentrotus droebachiensis
NE Appledore,2015,Broad Cove,Tautogolabrus adspersus
NE Appledore,2015,Broad Cove,Tectura testudinalis
NE Appledore,2015,Broad Cove,UNID Juv Laminariales
NE Appledore,2015,Broadway and 42nd,Agarum clathratum
NE Appledore,2015,Broadway and 42nd,Alaria esculenta
NE Appledore,2015,Broadway and 42nd,Asterias forbesi
NE Appledore,2015,Broadway and 42nd,Asterias rubens
NE Appledore,2015,Broadway and 42nd,Bonnemaisonia hamifera
NE Appledore,2015,Broadway and 42nd,Botrylloides violaceus
NE Appledore,2015,Broadway and 42nd,Bugula turrita
NE Appledore,2015,Broadway and 42nd,Cancer borealis
NE Appledore,2015,Broadway and 42nd,Cancer irroratus
NE Appledore,2015,Broadway and 42nd,Chondrus crispus
NE Appledore,2015,Broadway and 42nd,Clathromorphum circumscriptum
NE Appledore,2015,Broadway and 42nd,Corallina officinalis
NE Appledore,2015,Broadway and 42nd,Crepidula fornicata
NE Appledore,2015,Broadway and 42nd,Crisia eburnea
NE Appledore,2015,Broadway and 42nd,Cystoclonium purpureum
NE Appledore,2015,Broadway and 42nd,Desmarestia aculeata
NE Appledore,2015,Broadway and 42nd,Desmarestia viridis
NE Appledore,2015,Broadway and 42nd,Didemnum vexillum
NE Appledore,2015,Broadway and 42nd,Encrusting coralline
NE Appledore,2015,Broadway and 42nd,Euthora cristata
NE Appledore,2015,Broadway and 42nd,Halichondria  panicea
NE Appledore,2015,Broadway and 42nd,Henricia sanguinolenta
NE Appledore,2015,Broadway and 42nd,Heterosiphonia japonica
NE Appledore,2015,Broadway and 42nd,Homarus americanus
NE Appledore,2015,Broadway and 42nd,Lithothamnion
NE Appledore,2015,Broadway and 42nd,Lithothamnion lemoineae
NE Appledore,2015,Broadway and 42nd,Lithothamnion tophiforme
NE Appledore,2015,Broadway and 42nd,Mastocarpus stellatus
NE Appledore,2015,Broadway and 42nd,Membranipora membranacea
NE Appledore,2015,Broadway and 42nd,Myoxocephalus
NE Appledore,2015,Broadway and 42nd,Myoxocephalus scorpioides
NE Appledore,2015,Broadway and 42nd,Pholis gunnellus
NE Appledore,2015,Broadway and 42nd,Phycodrys rubens
NE Appledore,2015,Broadway and 42nd,Phymatolithon
NE Appledore,2015,Broadway and 42nd,Phymatolithon calcareum
NE Appledore,2015,Broadway and 42nd,Phymatolithon laevigatum
NE Appledore,2015,Broadway and 42nd,Phymatolithon lamii
NE Appledore,2015,Broadway and 42nd,Phymatolithon lenormandii
NE Appledore,2015,Broadway and 42nd,Polysiphonia
NE Appledore,2015,Broadway and 42nd,Polysiphonia arctica
NE Appledore,2015,Broadway and 42nd,Polysiphonia flexicaulis
NE Appledore,2015,Broadway and 42nd,Polysiphonia subtilissima
NE Appledore,2015,Broadway and 42nd,Porphyra spp.
NE Appledore,2015,Broadway and 42nd,Ptilota serrata
NE Appledore,2015,Broadway and 42nd,Saccharina latissima
NE Appledore,2015,Broadway and 42nd,Saccorhiza dermatodea
NE Appledore,2015,Broadway and 42nd,Strongylocentrotus droebachiensis
NE Appledore,2015,Broadway and 42nd,Tautogolabrus adspersus
NE Appledore,2015,Broadway and 42nd,Thylacodes
NE Appledore,2015,Broadway and 42nd,UNID Juv Laminariales
NE Appledore,2015,Broadway and 42nd,Urophycis regia
NE Appledore,2015,Broadway and 42nd,Urticina felina
NE Appledore,2015,Devil's Dance Floor,Agarum clathratum
NE Appledore,2015,Devil's Dance Floor,Alaria esculenta
NE Appledore,2015,Devil's Dance Floor,Ascophyllum nodosum
NE Appledore,2015,Devil's Dance Floor,Asterias forbesi
NE Appledore,2015,Devil's Dance Floor,Asterias rubens
NE Appledore,2015,Devil's Dance Floor,Blady Ulvoid
NE Appledore,2015,Devil's Dance Floor,Botrylloides violaceus
NE Appledore,2015,Devil's Dance Floor,Bugula turrita
NE Appledore,2015,Devil's Dance Floor,Cancer borealis
NE Appledore,2015,Devil's Dance Floor,Cancer irroratus
NE Appledore,2015,Devil's Dance Floor,Chondrus crispus
NE Appledore,2015,Devil's Dance Floor,Corallina officinalis
NE Appledore,2015,Devil's Dance Floor,Cystoclonium purpureum
NE Appledore,2015,Devil's Dance Floor,Desmarestia aculeata
NE Appledore,2015,Devil's Dance Floor,Desmarestia viridis
NE Appledore,2015,Devil's Dance Floor,Didemnum vexillum
NE Appledore,2015,Devil's Dance Floor,Encrusting coralline
NE Appledore,2015,Devil's Dance Floor,Filamentous Green
NE Appledore,2015,Devil's Dance Floor,Henricia sanguinolenta
NE Appledore,2015,Devil's Dance Floor,Heterosiphonia japonica
NE Appledore,2015,Devil's Dance Floor,Hildenbrandia rubra
NE Appledore,2015,Devil's Dance Floor,Homarus americanus
NE Appledore,2015,Devil's Dance Floor,Laminaria digitata
NE Appledore,2015,Devil's Dance Floor,Lithophyllum spp.
NE Appledore,2015,Devil's Dance Floor,Lithothamnion
NE Appledore,2015,Devil's Dance Floor,Lithothamnion lemoineae
NE Appledore,2015,Devil's Dance Floor,Lithothamnion tophiforme
NE Appledore,2015,Devil's Dance Floor,Mastocarpus stellatus
NE Appledore,2015,Devil's Dance Floor,Membranipora membranacea
NE Appledore,2015,Devil's Dance Floor,Myoxocephalus
NE Appledore,2015,Devil's Dance Floor,Myoxocephalus scorpioides
NE Appledore,2015,Devil's Dance Floor,Pholis gunnellus
NE Appledore,2015,Devil's Dance Floor,Phymatolithon
NE Appledore,2015,Devil's Dance Floor,Phymatolithon calcareum
NE Appledore,2015,Devil's Dance Floor,Phymatolithon laevigatum
NE Appledore,2015,Devil's Dance Floor,Phymatolithon lamii
NE Appledore,2015,Devil's Dance Floor,Phymatolithon lenormandii
NE Appledore,2015,Devil's Dance Floor,Pollachius virens
NE Appledore,2015,Devil's Dance Floor,Polysiphonia
NE Appledore,2015,Devil's Dance Floor,Polysiphonia arctica
NE Appledore,2015,Devil's Dance Floor,Polysiphonia flexicaulis
NE Appledore,2015,Devil's Dance Floor,Polysiphonia subtilissima
NE Appledore,2015,Devil's Dance Floor,Porphyra spp.
NE Appledore,2015,Devil's Dance Floor,Ptilota serrata
NE Appledore,2015,Devil's Dance Floor,Saccharina latissima
NE Appledore,2015,Devil's Dance Floor,Saccorhiza dermatodea
NE Appledore,2015,Devil's Dance Floor,Spermothamnion repens
NE Appledore,2015,Devil's Dance Floor,Strongylocentrotus droebachiensis
NE Appledore,2015,Devil's Dance Floor,Tautogolabrus adspersus
NE Appledore,2015,Devil's Dance Floor,Tectura testudinalis
NE Appledore,2015,Devil's Dance Floor,Thylacodes
NE Appledore,2015,Devil's Dance Floor,Tubular Ulvoid
NE Appledore,2015,Devil's Dance Floor,UNID Juv Laminariales
NE Appledore,2015,Norwegian Cove,Agarum clathratum
NE Appledore,2015,Norwegian Cove,Anomia
NE Appledore,2015,Norwegian Cove,Anomia peruviana
NE Appledore,2015,Norwegian Cove,Anomia simplex
NE Appledore,2015,Norwegian Cove,Asterias forbesi
NE Appledore,2015,Norwegian Cove,Asterias rubens
NE Appledore,2015,Norwegian Cove,Bonnemaisonia hamifera
NE Appledore,2015,Norwegian Cove,Botrylloides violaceus
NE Appledore,2015,Norwegian Cove,Bugula turrita
NE Appledore,2015,Norwegian Cove,Cancer borealis
NE Appledore,2015,Norwegian Cove,Cancer irroratus
NE Appledore,2015,Norwegian Cove,Chondrus crispus
NE Appledore,2015,Norwegian Cove,Clathromorphum circumscriptum
NE Appledore,2015,Norwegian Cove,Corallina officinalis
NE Appledore,2015,Norwegian Cove,Crepidula fornicata
NE Appledore,2015,Norwegian Cove,Cystoclonium purpureum
NE Appledore,2015,Norwegian Cove,Desmarestia aculeata
NE Appledore,2015,Norwegian Cove,Desmarestia viridis
NE Appledore,2015,Norwegian Cove,Didemnum vexillum
NE Appledore,2015,Norwegian Cove,Encrusting coralline
NE Appledore,2015,Norwegian Cove,Filamentous Green
NE Appledore,2015,Norwegian Cove,Henricia sanguinolenta
NE Appledore,2015,Norwegian Cove,Heterosiphonia japonica
NE Appledore,2015,Norwegian Cove,Hildenbrandia rubra
NE Appledore,2015,Norwegian Cove,Homarus americanus
NE Appledore,2015,Norwegian Cove,Leptophytum acervatum
NE Appledore,2015,Norwegian Cove,Lithophyllum spp.
NE Appledore,2015,Norwegian Cove,Lithothamnion
NE Appledore,2015,Norwegian Cove,Lithothamnion lemoineae
NE Appledore,2015,Norwegian Cove,Lithothamnion tophiforme
NE Appledore,2015,Norwegian Cove,Mastocarpus stellatus
NE Appledore,2015,Norwegian Cove,Membranipora membranacea
NE Appledore,2015,Norwegian Cove,Myoxocephalus
NE Appledore,2015,Norwegian Cove,Myoxocephalus scorpioides
NE Appledore,2015,Norwegian Cove,Palmaria palmata
NE Appledore,2015,Norwegian Cove,Pholis gunnellus
NE Appledore,2015,Norwegian Cove,Phycodrys rubens
NE Appledore,2015,Norwegian Cove,Pollachius virens
NE Appledore,2015,Norwegian Cove,Polyides rotunda
NE Appledore,2015,Norwegian Cove,Polysiphonia
NE Appledore,2015,Norwegian Cove,Polysiphonia arctica
NE Appledore,2015,Norwegian Cove,Polysiphonia flexicaulis
NE Appledore,2015,Norwegian Cove,Polysiphonia subtilissima
NE Appledore,2015,Norwegian Cove,Porphyra spp.
NE Appledore,2015,Norwegian Cove,Pseudopleuronectes americanus
NE Appledore,2015,Norwegian Cove,Saccharina latissima
NE Appledore,2015,Norwegian Cove,Spermothamnion repens
NE Appledore,2015,Norwegian Cove,Strongylocentrotus droebachiensis
NE Appledore,2015,Norwegian Cove,Tautogolabrus adspersus
NE Appledore,2015,Norwegian Cove,Thylacodes
NE Appledore,2015,Norwegian Cove,UNID Juv Laminariales
NE Appledore,2015,Norwegian Cove,Urticina felina
NE Appledore,2016,Broad Cove,Agarum clathratum
NE Appledore,2016,Broad Cove,Anomia
NE Appledore,2016,Broad Cove,Anomia peruviana
NE Appledore,2016,Broad Cove,Anomia simplex
NE Appledore,2016,Broad Cove,Asterias forbesi
NE Appledore,2016,Broad Cove,Asterias rubens
NE Appledore,2016,Broad Cove,Bonnemaisonia hamifera
NE Appledore,2016,Broad Cove,Botrylloides violaceus
NE Appledore,2016,Broad Cove,Bugula turrita
NE Appledore,2016,Broad Cove,Cancer borealis
NE Appledore,2016,Broad Cove,Cancer irroratus
NE Appledore,2016,Broad Cove,Cerianthus borealis
NE Appledore,2016,Broad Cove,Chondrus crispus
NE Appledore,2016,Broad Cove,Clathromorphum circumscriptum
NE Appledore,2016,Broad Cove,Corallina officinalis
NE Appledore,2016,Broad Cove,Crepidula fornicata
NE Appledore,2016,Broad Cove,Cystoclonium purpureum
NE Appledore,2016,Broad Cove,Diatom Tube Mat
NE Appledore,2016,Broad Cove,Didemnum vexillum
NE Appledore,2016,Broad Cove,Filamentous Green
NE Appledore,2016,Broad Cove,Henricia sanguinolenta
NE Appledore,2016,Broad Cove,Heterosiphonia japonica
NE Appledore,2016,Broad Cove,Hildenbrandia rubra
NE Appledore,2016,Broad Cove,Homarus americanus
NE Appledore,2016,Broad Cove,Lithophyllum spp.
NE Appledore,2016,Broad Cove,Lithothamnion
NE Appledore,2016,Broad Cove,Lithothamnion lemoineae
NE Appledore,2016,Broad Cove,Lithothamnion tophiforme
NE Appledore,2016,Broad Cove,Mastocarpus stellatus
NE Appledore,2016,Broad Cove,Myoxocephalus
NE Appledore,2016,Broad Cove,Myoxocephalus scorpioides
NE Appledore,2016,Broad Cove,Mytilus edulis
NE Appledore,2016,Broad Cove,Ostrea edulis
NE Appledore,2016,Broad Cove,Pholis gunnellus
NE Appledore,2016,Broad Cove,Phymatolithon
NE Appledore,2016,Broad Cove,Phymatolithon calcareum
NE Appledore,2016,Broad Cove,Phymatolithon laevigatum
NE Appledore,2016,Broad Cove,Phymatolithon lamii
NE Appledore,2016,Broad Cove,Phymatolithon lenormandii
NE Appledore,2016,Broad Cove,Placopecten magellanicus
NE Appledore,2016,Broad Cove,Polysiphonia
NE Appledore,2016,Broad Cove,Polysiphonia arctica
NE Appledore,2016,Broad Cove,Polysiphonia flexicaulis
NE Appledore,2016,Broad Cove,Polysiphonia subtilissima
NE Appledore,2016,Broad Cove,Saccharina latissima
NE Appledore,2016,Broad Cove,Tautogolabrus adspersus
NE Appledore,2016,Broad Cove,UNID Juv Laminariales
NE Appledore,2016,Broadway and 42nd,Asterias forbesi
NE Appledore,2016,Broadway and 42nd,Asterias rubens
NE Appledore,2016,Broadway and 42nd,Botrylloides violaceus
NE Appledore,2016,Broadway and 42nd,Bugula turrita
NE Appledore,2016,Broadway and 42nd,Cancer borealis
NE Appledore,2016,Broadway and 42nd,Cancer irroratus
NE Appledore,2016,Broadway and 42nd,Ceramium
NE Appledore,2016,Broadway and 42nd,Chondrus crispus
NE Appledore,2016,Broadway and 42nd,Clathromorphum circumscriptum
NE Appledore,2016,Broadway and 42nd,Corallina officinalis
NE Appledore,2016,Broadway and 42nd,Crepidula fornicata
NE Appledore,2016,Broadway and 42nd,Desmarestia aculeata
NE Appledore,2016,Broadway and 42nd,Desmarestia viridis
NE Appledore,2016,Broadway and 42nd,Didemnum vexillum
NE Appledore,2016,Broadway and 42nd,Diplosoma listerianum
NE Appledore,2016,Broadway and 42nd,Filamentous Green
NE Appledore,2016,Broadway and 42nd,Heterosiphonia japonica
NE Appledore,2016,Broadway and 42nd,Homarus americanus
NE Appledore,2016,Broadway and 42nd,Lithothamnion
NE Appledore,2016,Broadway and 42nd,Lithothamnion lemoineae
NE Appledore,2016,Broadway and 42nd,Lithothamnion tophiforme
NE Appledore,2016,Broadway and 42nd,Mastocarpus stellatus
NE Appledore,2016,Broadway and 42nd,Membranipora membranacea
NE Appledore,2016,Broadway and 42nd,Myoxocephalus
NE Appledore,2016,Broadway and 42nd,Myoxocephalus scorpioides
NE Appledore,2016,Broadway and 42nd,Mytilus edulis
NE Appledore,2016,Broadway and 42nd,Palmaria palmata
NE Appledore,2016,Broadway and 42nd,Pholis gunnellus
NE Appledore,2016,Broadway and 42nd,Phymatolithon
NE Appledore,2016,Broadway and 42nd,Phymatolithon calcareum
NE Appledore,2016,Broadway and 42nd,Phymatolithon laevigatum
NE Appledore,2016,Broadway and 42nd,Phymatolithon lamii
NE Appledore,2016,Broadway and 42nd,Phymatolithon lenormandii
NE Appledore,2016,Broadway and 42nd,Polysiphonia
NE Appledore,2016,Broadway and 42nd,Polysiphonia arctica
NE Appledore,2016,Broadway and 42nd,Polysiphonia flexicaulis
NE Appledore,2016,Broadway and 42nd,Polysiphonia subtilissima
NE Appledore,2016,Broadway and 42nd,Porphyra spp.
NE Appledore,2016,Broadway and 42nd,Saccharina latissima
NE Appledore,2016,Broadway and 42nd,Tautogolabrus adspersus
NE Appledore,2016,Devil's Dance Floor,Agarum clathratum
NE Appledore,2016,Devil's Dance Floor,Anomia
NE Appledore,2016,Devil's Dance Floor,Anomia peruviana
NE Appledore,2016,Devil's Dance Floor,Anomia simplex
NE Appledore,2016,Devil's Dance Floor,Asterias forbesi
NE Appledore,2016,Devil's Dance Floor,Asterias rubens
NE Appledore,2016,Devil's Dance Floor,Botrylloides violaceus
NE Appledore,2016,Devil's Dance Floor,Cancer borealis
NE Appledore,2016,Devil's Dance Floor,Cancer irroratus
NE Appledore,2016,Devil's Dance Floor,Chondrus crispus
NE Appledore,2016,Devil's Dance Floor,Clathromorphum circumscriptum
NE Appledore,2016,Devil's Dance Floor,Corallina officinalis
NE Appledore,2016,Devil's Dance Floor,Crepidula fornicata
NE Appledore,2016,Devil's Dance Floor,Cystoclonium purpureum
NE Appledore,2016,Devil's Dance Floor,Dendrodoa carnea
NE Appledore,2016,Devil's Dance Floor,Didemnum vexillum
NE Appledore,2016,Devil's Dance Floor,Encrusting coralline
NE Appledore,2016,Devil's Dance Floor,Filamentous Green
NE Appledore,2016,Devil's Dance Floor,Henricia sanguinolenta
NE Appledore,2016,Devil's Dance Floor,Heterosiphonia japonica
NE Appledore,2016,Devil's Dance Floor,Hildenbrandia rubra
NE Appledore,2016,Devil's Dance Floor,Homarus americanus
NE Appledore,2016,Devil's Dance Floor,Lithophyllum spp.
NE Appledore,2016,Devil's Dance Floor,Lithothamnion
NE Appledore,2016,Devil's Dance Floor,Lithothamnion lemoineae
NE Appledore,2016,Devil's Dance Floor,Lithothamnion tophiforme
NE Appledore,2016,Devil's Dance Floor,Mastocarpus stellatus
NE Appledore,2016,Devil's Dance Floor,Membranipora membranacea
NE Appledore,2016,Devil's Dance Floor,Myoxocephalus
NE Appledore,2016,Devil's Dance Floor,Myoxocephalus scorpioides
NE Appledore,2016,Devil's Dance Floor,Pholis gunnellus
NE Appledore,2016,Devil's Dance Floor,Phymatolithon
NE Appledore,2016,Devil's Dance Floor,Phymatolithon calcareum
NE Appledore,2016,Devil's Dance Floor,Phymatolithon laevigatum
NE Appledore,2016,Devil's Dance Floor,Phymatolithon lamii
NE Appledore,2016,Devil's Dance Floor,Phymatolithon lenormandii
NE Appledore,2016,Devil's Dance Floor,Polyides rotunda
NE Appledore,2016,Devil's Dance Floor,Polysiphonia
NE Appledore,2016,Devil's Dance Floor,Polysiphonia arctica
NE Appledore,2016,Devil's Dance Floor,Polysiphonia flexicaulis
NE Appledore,2016,Devil's Dance Floor,Polysiphonia subtilissima
NE Appledore,2016,Devil's Dance Floor,Saccharina latissima
NE Appledore,2016,Devil's Dance Floor,Tautogolabrus adspersus
NE Appledore,2016,Devil's Dance Floor,Unidentified Red Blade
NE Appledore,2016,Norwegian Cove,Agarum clathratum
NE Appledore,2016,Norwegian Cove,Anomia
NE Appledore,2016,Norwegian Cove,Anomia peruviana
NE Appledore,2016,Norwegian Cove,Anomia simplex
NE Appledore,2016,Norwegian Cove,Asterias forbesi
NE Appledore,2016,Norwegian Cove,Asterias rubens
NE Appledore,2016,Norwegian Cove,Blady Ulvoid
NE Appledore,2016,Norwegian Cove,Bugula turrita
NE Appledore,2016,Norwegian Cove,Bugulina spicata
NE Appledore,2016,Norwegian Cove,Cancer borealis
NE Appledore,2016,Norwegian Cove,Cancer irroratus
NE Appledore,2016,Norwegian Cove,Cerianthus borealis
NE Appledore,2016,Norwegian Cove,Chondrus crispus
NE Appledore,2016,Norwegian Cove,Clathromorphum circumscriptum
NE Appledore,2016,Norwegian Cove,Corallina officinalis
NE Appledore,2016,Norwegian Cove,Crepidula fornicata
NE Appledore,2016,Norwegian Cove,Cystoclonium purpureum
NE Appledore,2016,Norwegian Cove,Dendrobeania murrayana
NE Appledore,2016,Norwegian Cove,Desmarestia aculeata
NE Appledore,2016,Norwegian Cove,Didemnum vexillum
NE Appledore,2016,Norwegian Cove,Halichondria  panicea
NE Appledore,2016,Norwegian Cove,Henricia sanguinolenta
NE Appledore,2016,Norwegian Cove,Heterosiphonia japonica
NE Appledore,2016,Norwegian Cove,Hildenbrandia rubra
NE Appledore,2016,Norwegian Cove,Homarus americanus
NE Appledore,2016,Norwegian Cove,Leptophytum acervatum
NE Appledore,2016,Norwegian Cove,Lithophyllum spp.
NE Appledore,2016,Norwegian Cove,Lithothamnion
NE Appledore,2016,Norwegian Cove,Lithothamnion lemoineae
NE Appledore,2016,Norwegian Cove,Lithothamnion tophiforme
NE Appledore,2016,Norwegian Cove,Mastocarpus stellatus
NE Appledore,2016,Norwegian Cove,Membranipora membranacea
NE Appledore,2016,Norwegian Cove,Myoxocephalus
NE Appledore,2016,Norwegian Cove,Myoxocephalus scorpioides
NE Appledore,2016,Norwegian Cove,Pholis gunnellus
NE Appledore,2016,Norwegian Cove,Phymatolithon
NE Appledore,2016,Norwegian Cove,Phymatolithon calcareum
NE Appledore,2016,Norwegian Cove,Phymatolithon laevigatum
NE Appledore,2016,Norwegian Cove,Phymatolithon lamii
NE Appledore,2016,Norwegian Cove,Phymatolithon lenormandii
NE Appledore,2016,Norwegian Cove,Polysiphonia
NE Appledore,2016,Norwegian Cove,Polysiphonia arctica
NE Appledore,2016,Norwegian Cove,Polysiphonia flexicaulis
NE Appledore,2016,Norwegian Cove,Polysiphonia subtilissima
NE Appledore,2016,Norwegian Cove,Saccharina latissima
NE Appledore,2016,Norwegian Cove,Strongylocentrotus droebachiensis
NE Appledore,2016,Norwegian Cove,Tautogolabrus adspersus
NE Appledore,2016,Norwegian Cove,Tectura testudinalis
NE Appledore,2016,Norwegian Cove,Tricellaria inopinata
NE Appledore,2016,Norwegian Cove,UNID Juv Laminariales
NE Appledore,2017,Broad Cove,Agarum clathratum
NE Appledore,2017,Broad Cove,Anomia
NE Appledore,2017,Broad Cove,Anomia peruviana
NE Appledore,2017,Broad Cove,Anomia simplex
NE Appledore,2017,Broad Cove,Bonnemaisonia hamifera
NE Appledore,2017,Broad Cove,Bugulina spicata
NE Appledore,2017,Broad Cove,Cancer borealis
NE Appledore,2017,Broad Cove,Chondrus crispus
NE Appledore,2017,Broad Cove,Clathromorphum circumscriptum
NE Appledore,2017,Broad Cove,Corallina officinalis
NE Appledore,2017,Broad Cove,Crepidula fornicata
NE Appledore,2017,Broad Cove,Cystoclonium purpureum
NE Appledore,2017,Broad Cove,Desmarestia aculeata
NE Appledore,2017,Broad Cove,Desmarestia viridis
NE Appledore,2017,Broad Cove,Filamentous Green
NE Appledore,2017,Broad Cove,Henricia sanguinolenta
NE Appledore,2017,Broad Cove,Heterosiphonia japonica
NE Appledore,2017,Broad Cove,Hildenbrandia rubra
NE Appledore,2017,Broad Cove,Homarus americanus
NE Appledore,2017,Broad Cove,Lithothamnion
NE Appledore,2017,Broad Cove,Lithothamnion lemoineae
NE Appledore,2017,Broad Cove,Lithothamnion tophiforme
NE Appledore,2017,Broad Cove,Membranipora membranacea
NE Appledore,2017,Broad Cove,Pholis gunnellus
