sourceTaxonName,targetTaxonName,interactionTypeName,source_taxon_external_id,source_taxon_path,source_specimen_life_stage,target_taxon_external_id,target_taxon_path,target_specimen_life_stage,latitude,longitude,study_citation,study_source_citation
Cancer irroratus,Leucoraja ocellata,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:2562,Elasmobranchii | Rajiformes | Rajidae | Leucoraja | Leucoraja ocellata,NA,NA,NA,NA,NA
Cancer irroratus,Libinia emarginata,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,EOL_V2:343476,Animalia | Arthropoda | Malacostraca | Decapoda | Majoidea | Epialtidae | Libinia | Libinia emarginata,NA,NA,NA,NA,NA
Cancer irroratus,Morone saxatilis,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Morone saxatilis,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Cancer irroratus,Myoxocephalus octodecemspinosus,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:4120,Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus octodecemspinosus,NA,NA,NA,NA,NA
Cancer irroratus,Mytilus edulis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Paralichthys dentatus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:1338,Actinopterygii | Pleuronectiformes | Paralichthyidae | Paralichthys | Paralichthys dentatus,NA,NA,NA,NA,NA
Cancer irroratus,Placopecten magellanicus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Prionotus carolinus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:1243,Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Cancer irroratus,Pseudopleuronectes americanus,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:524,Actinopterygii | Pleuronectiformes | Pleuronectidae | Pseudopleuronectes | Pseudopleuronectes americanus,NA,NA,NA,NA,NA
Cancer irroratus,Saccharina latissima,eats,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Cancer irroratus,Sphoeroides maculatus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:1181,Actinopterygii | Tetraodontiformes | Tetraodontidae | Sphoeroides | Sphoeroides maculatus,NA,NA,NA,NA,NA
Cancer irroratus,Stenotomus chrysops,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Cancer irroratus,Strongylocentrotus droebachiensis,eats,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Cancer irroratus,Strongylocentrotus droebachiensis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Strongylocentrotus droebachiensis,NA,FBC:SLB:SpecCode:26784,Malacostraca | Decapoda | Cancridae | Cancer | Cancer irroratus,NA,FBC:SLB:SpecCode:50007,Echinoidea | Echinoida | Strongylocentrotidae | Strongylocentrotus | Strongylocentrotus droebachiensis,NA,NA,NA,NA,NA
Cancer irroratus,Tautogolabrus adspersus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cancer irroratus,Tautogolabrus adspersus,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:3672,Actinopterygii | Perciformes | Labridae | Tautogolabrus | Tautogolabrus adspersus,NA,NA,NA,NA,NA
Cancer irroratus,Testudinalia testudinalis,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,EOL:586346,Animalia | Mollusca | Gastropoda |  | Lottioidea | Lottiidae | Testudinalia | Testudinalia testudinalis,NA,NA,NA,NA,NA
Cancer irroratus,Ulvaria obscura,eats,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,GBIF:7716234,Plantae | Chlorophyta | Ulvophyceae | Ulvales | Ulvaceae | Ulvaria | Ulvaria obscura,NA,NA,NA,NA,NA
Cancer irroratus,Urophycis regia,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,FBC:FB:SpecCode:1883,Actinopterygii | Gadiformes | Phycidae | Urophycis | Urophycis regia,NA,NA,NA,NA,NA
Carcharias taurus,Carcharias taurus,eats,EOL_V2:206680,Animalia | Chordata | Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,EOL_V2:206680,Animalia | Chordata | Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,NA,NA,NA,NA
Carcharias taurus,Carcharias taurus,NA,EOL_V2:206680,Animalia | Chordata | Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,EOL_V2:206680,Animalia | Chordata | Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,NA,NA,NA,NA
Carcharias taurus,Paralichthys dentatus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcharias taurus,Pomatomus saltatrix,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcharias taurus,Prionotus carolinus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcharias taurus,Stenotomus chrysops,eats,FBC:FB:SpecCode:747,Elasmobranchii | Lamniformes | Odontaspididae | Carcharias | Carcharias taurus,NA,FBC:FB:SpecCode:452,Actinopterygii | Perciformes | Sparidae | Stenotomus | Stenotomus chrysops,NA,NA,NA,NA,NA
Carcinus maenas,Ascophyllum nodosum,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:902587,Chromista | Chromista | Phaeophyta | Phaeophyceae | Fucales | Fucaceae | Ascophyllum | Ascophyllum nodosum,NA,NA,NA,NA,NA
Carcinus maenas,Asterias rubens,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:598481,Animalia | Echinodermata | Asteroidea | Forcipulatida | Asteriidae | Asterias | Asterias rubens,NA,NA,NA,NA,NA
Carcinus maenas,Carcinus maenas,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Carcinus maenas,Carcinus maenas,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NA,NA,NA,NA
Carcinus maenas,Chondrus crispus,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:963603,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Rhodymeniophycidae | Gigartinales | Gigartinaceae | Chondrus | Chondrus crispus,NA,NA,NA,NA,NA
Carcinus maenas,Colpomenia peregrina,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,ALATaxon:NZOR-6-4858,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Scytosiphonaceae | Colpomenia | Colpomenia peregrina,NA,NA,NA,NA,NA
Carcinus maenas,Corallina officinalis,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:968017,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Corallinophycidae | Corallinales | Corallinaceae | Corallina | Corallina officinalis,NA,NA,NA,NA,NA
Carcinus maenas,Crassostrea virginica,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Gadus morhua,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,FBC:FB:SpecCode:69,Actinopterygii | Gadiformes | Gadidae | Gadus | Gadus morhua,NA,NA,NA,NA,NA
Carcinus maenas,Homarus americanus,preyed upon by,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Homarus americanus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Homarus americanus,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,FBC:SLB:SpecCode:26021,Malacostraca | Decapoda | Nephropidae | Homarus | Homarus americanus,NA,NA,NA,NA,NA
Carcinus maenas,Leathesia marina,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,GBIF:7627628,Chromista | Ochrophyta | Phaeophyceae | Ectocarpales | Chordariaceae | Leathesia | Leathesia marina,NA,NA,NA,NA,NA
Carcinus maenas,Mastocarpus stellatus,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,NBN:NHMSYS0021060194,Biota | Plantae | Rhodophyta | Florideophyceae | Gigartinales | Phyllophoraceae | Mastocarpus | Mastocarpus stellatus,NA,NA,NA,NA,NA
Carcinus maenas,Melanogrammus aeglefinus,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,FBC:FB:SpecCode:1381,Actinopterygii | Gadiformes | Gadidae | Melanogrammus | Melanogrammus aeglefinus,NA,NA,NA,NA,NA
Carcinus maenas,Myoxocephalus scorpius,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:207351,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Cottidae | Myoxocephalus | Myoxocephalus scorpius,NA,NA,NA,NA,NA
Carcinus maenas,Mytilus edulis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Mytilus edulis,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
Carcinus maenas,Octopus vulgaris,NA,FBC:SLB:SpecCode:26397,Malacostraca | Decapoda | Portunidae | Carcinus | Carcinus maenas,NA,FBC:SLB:SpecCode:58190,Cephalopoda | Octopoda | Octopodidae | Octopus | Octopus vulgaris,NA,NA,NA,NA,NA
Carcinus maenas,Ostrea edulis,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carcinus maenas,Palmaria palmata,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL:968088,Plantae | Biliphyta | Rhodophyta | Eurhodophytina | Florideophyceae | Nemaliophycidae | Palmariales | Palmariaceae | Palmaria | Palmaria palmata,NA,NA,NA,NA,NA
Carcinus maenas,Pholis gunnellus,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:212353,Animalia | Chordata | Actinopterygii | Perciformes | Pholidae | Pholis | Pholis gunnellus,NA,NA,NA,NA,NA
Carcinus maenas,Pollachius virens,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:994633,Animalia | Chordata | Actinopterygii | Gadiformes | Gadidae | Pollachius | Pollachius virens,NA,NA,NA,NA,NA
Carcinus maenas,Prionotus carolinus,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:225774,Animalia | Chordata | Actinopterygii | Scorpaeniformes | Triglidae | Prionotus | Prionotus carolinus,NA,NA,NA,NA,NA
Carcinus maenas,Saccharina latissima,eats,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,http://taxon-concept.plazi.org/id/Chromista/Saccharina_latissima_Linnaeus_1753,Chromista | Ochrophyta | Phaeophyceae | Laminariales | Laminariaceae | Saccharina | Saccharina latissima,NA,NA,NA,NA,NA
Carcinus maenas,Squalus acanthias,NA,EOL_V2:128502,Animalia | Arthropoda | Malacostraca | Decapoda | Portunoidea | Portunidae | Carcinus | Carcinus maenas,NA,EOL_V2:206805,Animalia | Chordata | Elasmobranchii | Squaliformes | Squalidae | Squalus | Squalus acanthias,NA,NA,NA,NA,NA
Centropristis striata,Callinectes sapidus,eats,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Centropristis striata,Callinectes sapidus,preys on,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Centropristis striata,Callinectes sapidus,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:SLB:SpecCode:26794,Malacostraca | Decapoda | Portunidae | Callinectes | Callinectes sapidus,NA,NA,NA,NA,NA
Centropristis striata,Cancer irroratus,eats,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Centropristis striata,Cancer irroratus,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,BioGoMx:Spp-59-0782,Animalia | Arthropoda | Crustacea | Malacostraca | Decapoda | Pleocyemata | Brachyura | Eubrachyura | Heterotremata | Cancroidea | Cancridae | Cancer | Cancer irroratus,NA,NA,NA,NA,NA
Centropristis striata,Crassostrea virginica,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:SLB:SpecCode:48095,Bivalvia | Ostreoida | Ostreidae | Crassostrea | Crassostrea virginica,NA,NA,NA,NA,NA
Centropristis striata,Libinia emarginata,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,EOL_V2:343476,Animalia | Arthropoda | Malacostraca | Decapoda | Majoidea | Epialtidae | Libinia | Libinia emarginata,NA,NA,NA,NA,NA
Centropristis striata,Morone saxatilis,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,FBC:FB:SpecCode:353,Actinopterygii | Perciformes | Moronidae | Morone | Morone saxatilis,NA,NA,NA,NA,NA
Centropristis striata,Mytilus edulis,NA,FBC:FB:SpecCode:361,Actinopterygii | Perciformes | Serranidae | Centropristis | Centropristis striata,NA,EOL_V2:449959,Animalia | Mollusca | Bivalvia | Mytiloida | Mytiloidea | Mytilidae | Mytilus | Mytilus edulis,NA,NA,NA,NA,NA
